# vw  theta0  H_star  beta_over_H  t_p  xi_DM
0.7  2.88  0.5  5.94941  2.85752859e+00  2.29401098e+00
0.7  2.88  0.5  6.44105  2.80702834e+00  2.26021439e+00
0.7  2.88  0.5  6.97332  2.74039503e+00  2.21604167e+00
0.7  2.88  0.5  7.54957  2.69094530e+00  2.18357306e+00
0.7  2.88  0.5  8.17344  2.62571269e+00  2.14115384e+00
0.7  2.88  0.5  8.84887  2.57731350e+00  2.10998752e+00
0.7  2.88  0.5  9.58011  2.51348158e+00  2.06928765e+00
0.7  2.88  0.5  10.3718  2.45045007e+00  2.02955504e+00
0.7  2.88  0.5  11.2289  2.40370170e+00  2.00038372e+00
0.7  2.88  0.5  12.1568  2.34207089e+00  1.96231730e+00
0.7  2.88  0.5  13.1614  2.28124048e+00  1.92518791e+00
0.7  2.88  0.5  14.249  2.23614293e+00  1.89794922e+00
0.7  2.88  0.5  15.4265  2.17671322e+00  1.86243337e+00
0.7  2.88  0.5  16.7013  2.11808391e+00  1.82782461e+00
0.7  2.88  0.5  18.0814  2.07463719e+00  1.80245682e+00
0.7  2.88  0.5  19.5756  2.01740858e+00  1.76940947e+00
0.7  2.88  0.5  21.1933  1.97501238e+00  1.74520037e+00
0.7  2.88  0.5  22.9446  1.91918447e+00  1.71368151e+00
0.7  2.88  0.5  24.8407  1.87783880e+00  1.69060648e+00
0.7  2.88  0.5  26.8934  1.83694336e+00  1.66800997e+00
0.7  2.88  0.5  29.1158  1.79649814e+00  1.64588752e+00
0.7  2.88  0.5  31.5219  1.75650314e+00  1.62423463e+00
0.7  2.88  0.5  34.1267  1.71695837e+00  1.60304685e+00
0.7  2.88  0.5  36.9468  1.67786383e+00  1.58231973e+00
0.7  2.88  0.5  40  1.63921951e+00  1.56204883e+00
0.7  2.88  1  4  1.55839160e+00  1.52036392e+00
0.7  2.88  1  4.33055  1.53201591e+00  1.50697430e+00
0.7  2.88  1  4.68841  1.51455718e+00  1.49817000e+00
0.7  2.88  1  5.07584  1.48855669e+00  1.48514555e+00
0.7  2.88  1  5.4953  1.45423953e+00  1.46811697e+00
0.7  2.88  1  5.94941  1.42876429e+00  1.45559653e+00
0.7  2.88  1  6.44105  1.40351417e+00  1.44328950e+00
0.7  2.88  1  6.97332  1.37019751e+00  1.42720944e+00
0.7  2.88  1  7.54957  1.34547265e+00  1.41539436e+00
0.7  2.88  1  8.17344  1.31285635e+00  1.39996461e+00
0.7  2.88  1  8.84887  1.28865675e+00  1.38863306e+00
0.7  2.88  1  9.58011  1.25674079e+00  1.37384241e+00
0.7  2.88  1  10.3718  1.22522504e+00  1.35941193e+00
0.7  2.88  1  11.2289  1.20185085e+00  1.34882323e+00
0.7  2.88  1  12.1568  1.17103544e+00  1.33501424e+00
0.7  2.88  1  13.1614  1.14062024e+00  1.32155536e+00
0.7  2.88  1  14.249  1.11807147e+00  1.31168875e+00
0.7  2.88  1  15.4265  1.08835661e+00  1.29883375e+00
0.7  2.88  1  16.7013  1.05904195e+00  1.28631877e+00
0.7  2.88  1  18.0814  1.03731859e+00  1.27715347e+00
0.7  2.88  1  19.5756  1.00870429e+00  1.26522469e+00
0.7  2.88  1  21.1933  9.87506191e-01  1.25649481e+00
0.7  2.88  1  22.9446  9.59592236e-01  1.24514094e+00
0.7  2.88  1  24.8407  9.38919401e-01  1.23683798e+00
0.7  2.88  1  26.8934  9.18471678e-01  1.22871538e+00
0.7  2.88  1  29.1158  8.98249068e-01  1.22077157e+00
0.7  2.88  1  31.5219  8.78251571e-01  1.21300496e+00
0.7  2.88  1  34.1267  8.58479186e-01  1.20541396e+00
0.7  2.88  1  36.9468  8.38931914e-01  1.19799700e+00
0.7  2.88  1  40  8.19609754e-01  1.19075247e+00
0.7  2.88  1.5  4  1.03892773e+00  1.27782917e+00
0.7  2.88  1.5  4.33055  1.02134394e+00  1.27047359e+00
0.7  2.88  1.5  4.68841  1.00970479e+00  1.26563899e+00
0.7  2.88  1.5  5.07584  9.92371124e-01  1.25849015e+00
0.7  2.88  1.5  5.4953  9.69493019e-01  1.24914942e+00
0.7  2.88  1.5  5.94941  9.52509529e-01  1.24228606e+00
0.7  2.88  1.5  6.44105  9.35676113e-01  1.23554362e+00
0.7  2.88  1.5  6.97332  9.13465009e-01  1.22674034e+00
0.7  2.88  1.5  7.54957  8.96981768e-01  1.22027674e+00
0.7  2.88  1.5  8.17344  8.75237564e-01  1.21184212e+00
0.7  2.88  1.5  8.84887  8.59104499e-01  1.20565268e+00
0.7  2.88  1.5  9.58011  8.37827195e-01  1.19758046e+00
0.7  2.88  1.5  10.3718  8.16816691e-01  1.18971250e+00
0.7  2.88  1.5  11.2289  8.01233900e-01  1.18394433e+00
0.7  2.88  1.5  12.1568  7.80690296e-01  1.17642883e+00
0.7  2.88  1.5  13.1614  7.60413493e-01  1.16911186e+00
0.7  2.88  1.5  14.249  7.45380977e-01  1.16375317e+00
0.7  2.88  1.5  15.4265  7.25571074e-01  1.15677857e+00
0.7  2.88  1.5  16.7013  7.06027970e-01  1.14999670e+00
0.7  2.88  1.5  18.0814  6.91545730e-01  1.14503549e+00
0.7  2.88  1.5  19.5756  6.72469526e-01  1.13858572e+00
0.7  2.88  1.5  21.1933  6.58337461e-01  1.13387109e+00
0.7  2.88  1.5  22.9446  6.39728157e-01  1.12774678e+00
0.7  2.88  1.5  24.8407  6.25946267e-01  1.12327372e+00
0.7  2.88  1.5  26.8934  6.12314452e-01  1.11890265e+00
0.7  2.88  1.5  29.1158  5.98832712e-01  1.11463260e+00
0.7  2.88  1.5  31.5219  5.85501047e-01  1.11046264e+00
0.7  2.88  1.5  34.1267  5.72319457e-01  1.10639181e+00
0.7  2.88  1.5  36.9468  5.59287942e-01  1.10241915e+00
0.7  2.88  1.5  40  5.46406502e-01  1.09854368e+00
0.7  2.88  2  4  7.79195799e-01  1.17588609e+00
0.7  2.88  2  4.33055  7.66007956e-01  1.17112052e+00
0.7  2.88  2  4.68841  7.57278592e-01  1.16798969e+00
0.7  2.88  2  5.07584  7.44278343e-01  1.16336234e+00
0.7  2.88  2  5.4953  7.27119764e-01  1.15732022e+00
0.7  2.88  2  5.94941  7.14382146e-01  1.15288365e+00
0.7  2.88  2  6.44105  7.01757085e-01  1.14852787e+00
0.7  2.88  2  6.97332  6.85098757e-01  1.14284481e+00
0.7  2.88  2  7.54957  6.72736326e-01  1.13867525e+00
0.7  2.88  2  8.17344  6.56428173e-01  1.13323833e+00
0.7  2.88  2  8.84887  6.44328374e-01  1.12925173e+00
0.7  2.88  2  9.58011  6.28370396e-01  1.12405660e+00
0.7  2.88  2  10.3718  6.12612518e-01  1.11899765e+00
0.7  2.88  2  11.2289  6.00925425e-01  1.11529194e+00
0.7  2.88  2  12.1568  5.85517722e-01  1.11046783e+00
0.7  2.88  2  13.1614  5.70310119e-01  1.10577589e+00
0.7  2.88  2  14.249  5.59035733e-01  1.10234278e+00
0.7  2.88  2  15.4265  5.44178305e-01  1.09787856e+00
0.7  2.88  2  16.7013  5.29520977e-01  1.09354240e+00
0.7  2.88  2  18.0814  5.18659297e-01  1.09037340e+00
0.7  2.88  2  19.5756  5.04352145e-01  1.08625768e+00
0.7  2.88  2  21.1933  4.93753096e-01  1.08325224e+00
0.7  2.88  2  22.9446  4.79796118e-01  1.07935220e+00
0.7  2.88  2  24.8407  4.69459701e-01  1.07650672e+00
0.7  2.88  2  26.8934  4.59235839e-01  1.07372869e+00
0.7  2.88  2  29.1158  4.49124534e-01  1.07101742e+00
0.7  2.88  2  31.5219  4.39125785e-01  1.06837224e+00
0.7  2.88  2  34.1267  4.29239593e-01  1.06579245e+00
0.7  2.88  2  36.9468  4.19465957e-01  1.06327737e+00
0.7  2.88  2  40  4.09804877e-01  1.06082629e+00
0.9  0.2618  0.5  4  2.80702834e+00  6.80763686e+00
0.9  0.2618  0.5  4.33055  2.77361163e+00  6.69801924e+00
0.9  0.2618  0.5  4.68841  2.74039503e+00  6.58976117e+00
0.9  0.2618  0.5  5.07584  2.70737852e+00  6.48285476e+00
0.9  0.2618  0.5  5.4953  2.67456211e+00  6.37729209e+00
0.9  0.2618  0.5  5.94941  2.62571269e+00  6.22145031e+00
0.9  0.2618  0.5  6.44105  2.59339654e+00  6.11921241e+00
0.9  0.2618  0.5  6.97332  2.54529749e+00  5.96832069e+00
0.9  0.2618  0.5  7.54957  2.49764867e+00  5.82036339e+00
0.9  0.2618  0.5  8.17344  2.45045007e+00  5.67531377e+00
0.9  0.2618  0.5  8.84887  2.40370170e+00  5.53314508e+00
0.9  0.2618  0.5  9.58011  2.35740355e+00  5.39383056e+00
0.9  0.2618  0.5  10.3718  2.31155563e+00  5.25734342e+00
0.9  0.2618  0.5  11.2289  2.26615794e+00  5.12365684e+00
0.9  0.2618  0.5  12.1568  2.22121047e+00  4.99274402e+00
0.9  0.2618  0.5  13.1614  2.17671322e+00  4.86457809e+00
0.9  0.2618  0.5  14.249  2.11808391e+00  4.69791669e+00
0.9  0.2618  0.5  15.4265  2.07463719e+00  4.57605564e+00
0.9  0.2618  0.5  16.7013  2.03164069e+00  4.45685181e+00
0.9  0.2618  0.5  18.0814  1.98909442e+00  4.34027823e+00
0.9  0.2618  0.5  19.5756  1.94699838e+00  4.22630791e+00
0.9  0.2618  0.5  21.1933  1.90535256e+00  4.11491382e+00
0.9  0.2618  0.5  22.9446  1.86415696e+00  4.00606891e+00
0.9  0.2618  0.5  24.8407  1.82341159e+00  3.89974602e+00
0.9  0.2618  0.5  26.8934  1.78311645e+00  3.79591803e+00
0.9  0.2618  0.5  29.1158  1.74327153e+00  3.69455773e+00
0.9  0.2618  0.5  31.5219  1.70387683e+00  3.59563789e+00
0.9  0.2618  0.5  34.1267  1.66493236e+00  3.49913124e+00
0.9  0.2618  0.5  36.9468  1.63921951e+00  3.43612062e+00
0.9  0.2618  0.5  40  1.60102541e+00  3.34357687e+00
0.9  0.2618  1  4  1.40351417e+00  2.88570239e+00
0.9  0.2618  1  4.33055  1.38680582e+00  2.84861250e+00
